user_id,Username,anime_id,Anime Title,rating,document
338673,Riko89,430,Fullmetal Alchemist: The Conqueror of Shamballa,9,"title: fullmetal alchemist: the movie - conqueror of shamballa. genres: award winning, comedy, drama, fantasy. type: movie. episodes: unknown length. era: 2000s anime. source: manga. studio: bones. rating: r - 17+ (violence & profanity). synopsis: in desperation, edward elric sacrificed his body and soul to rescue his brother alphonse, and is now displaced in the heart of munich, germany. he struggles to adapt to a world completely foreign to him in the wake of the economic crisis that followed the end of world war i. isolated and unable to return home with his alchemy skills, edward continues to research other methods of escaping the prison alongside colleagues who bear striking resemblances to many of the people he left behind. as dissent brews among the german citizenry, its neighbors also feel the unrest of the humiliated nation. meanwhile, alphonse continues to investigate edward's disappearance, delving into the science of alchemy in the hopes of finally reuniting with his older brother.."
338673,Riko89,1735,Naruto: Shippuuden,8,"title: naruto shippuden. genres: action, adventure, fantasy. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: pierrot. rating: pg-13 - teens 13 or older. synopsis: it has been two and a half years since naruto uzumaki left konohagakure, the hidden leaf village, for intense training following events which fueled his desire to be stronger. now akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. although naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. come whatever may, naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become hokage.."
338673,Riko89,21,One Piece,8,"title: one piece. genres: action, adventure, fantasy. type: tv. episodes: unknown length. era: 90s anime. source: manga. studio: toei animation. rating: pg-13 - teens 13 or older. synopsis: gol d. roger was known as the ""pirate king,"" the strongest and most infamous being to have sailed the grand line. the capture and execution of roger by the world government brought a change throughout the world. his last words before his death revealed the existence of the greatest treasure in the world, one piece. it was this revelation that brought about the grand age of pirates, men who dreamed of finding one piece—which promises an unlimited amount of riches and fame—and quite possibly the pinnacle of glory and the title of the pirate king. enter monkey d. luffy, a 17-year-old boy who defies your standard definition of a pirate. rather than the popular persona of a wicked, hardened, toothless pirate ransacking villages for fun, luffy's reason for being a pirate is one of pure wonder: the thought of an exciting adventure that leads him to intriguing people and ultimately, the promised treasure. following in the footsteps of his childhood hero, luffy and his crew travel across the grand line, experiencing crazy adventures, unveiling dark mysteries and battling strong enemies, all in order to reach the most coveted of all fortunes—one piece.."
360537,iamcloud,269,Bleach,10,"title: bleach. genres: action, adventure, fantasy. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: pierrot. rating: pg-13 - teens 13 or older. synopsis: ichigo kurosaki is an ordinary high schooler—until his family is attacked by a hollow, a corrupt spirit that seeks to devour human souls. it is then that he meets a soul reaper named rukia kuchiki, who gets injured while protecting ichigo's family from the assailant. to save his family, ichigo accepts rukia's offer of taking her powers and becomes a soul reaper as a result. however, as rukia is unable to regain her powers, ichigo is given the daunting task of hunting down the hollows that plague their town. however, he is not alone in his fight, as he is later joined by his friends—classmates orihime inoue, yasutora sado, and uryuu ishida—who each have their own unique abilities. as ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young soul reaper soon learns that the hollows are not the only real threat to the human world.."
360537,iamcloud,1735,Naruto: Shippuuden,10,"title: naruto shippuden. genres: action, adventure, fantasy. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: pierrot. rating: pg-13 - teens 13 or older. synopsis: it has been two and a half years since naruto uzumaki left konohagakure, the hidden leaf village, for intense training following events which fueled his desire to be stronger. now akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. although naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. come whatever may, naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become hokage.."
360537,iamcloud,431,Howl no Ugoku Shiro,10,"title: howl's moving castle. genres: adventure, award winning, drama, fantasy, romance. type: movie. episodes: unknown length. era: 2000s anime. source: novel. studio: studio ghibli. rating: g - all ages. synopsis: that jumbled piece of architecture, that cacophony of hissing steam and creaking joints, with smoke billowing from it as it moves on its own... that castle is home to the magnificent wizard howl, infamous for both his magical prowess and for being a womanizer—or so the rumor goes in sophie hatter's small town. sophie, as the plain daughter of a hatmaker, does not expect much from her future and is content with working hard in the shop. however, sophie's simple life takes a turn for the exciting when she is ensnared in a disturbing situation, and the mysterious wizard appears to rescue her. unfortunately, this encounter, brief as it may be, spurs the vain and vengeful witch of the waste—in a fit of jealousy caused by a past discord with howl—to put a curse on the maiden, turning her into an old woman. in an endeavor to return to normal, sophie must accompany howl and a myriad of eccentric companions—ranging from a powerful fire demon to a hopping scarecrow—in his living castle, on a dangerous adventure as a raging war tears their kingdom apart.."
360537,iamcloud,512,Majo no Takkyuubin,10,"title: kiki's delivery service. genres: adventure, award winning, comedy, drama, fantasy. type: movie. episodes: unknown length. era: classic anime. source: novel. studio: studio ghibli. rating: g - all ages. synopsis: kiki, a 13-year-old witch-in-training, must spend a year living on her own in a distant town in order to become a full-fledged witch. leaving her family and friends, kiki undertakes this tradition when she flies out into the open world atop her broomstick with her black cat jiji. as she settles down in the coastal town of koriko, kiki struggles to adapt and ends up wandering the streets with no place to stay—until she encounters osono, who offers kiki boarding in exchange for making deliveries for her small bakery. before long, kiki decides to open her own courier service by broomstick, beginning her journey to independence. in attempting to find her place among the townsfolk, kiki brings with her exciting new experiences and comes to understand the true meaning of responsibility.."
360537,iamcloud,164,Mononoke Hime,10,"title: princess mononoke. genres: action, adventure, award winning, fantasy. type: movie. episodes: unknown length. era: 90s anime. source: original. studio: studio ghibli. rating: pg-13 - teens 13 or older. synopsis: when an emishi village is attacked by a fierce demon boar, the young prince ashitaka puts his life at stake to defend his tribe. with its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. instructed by the village elders to travel westward for a cure, ashitaka arrives at tatara, the iron town, where he finds himself embroiled in a fierce conflict: lady eboshi of tatara, promoting constant deforestation, stands against princess san and the sacred spirits of the forest, who are furious at the destruction brought by the humans. as the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him. princess mononoke is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance.."
360537,iamcloud,20,Naruto,10,"title: naruto. genres: action, adventure, fantasy. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: pierrot. rating: pg-13 - teens 13 or older. synopsis: moments prior to naruto uzumaki's birth, a huge demon known as the kyuubi, the nine-tailed fox, attacked konohagakure, the hidden leaf village, and wreaked havoc. in order to put an end to the kyuubi's rampage, the leader of the village, the fourth hokage, sacrificed his life and sealed the monstrous beast inside the newborn naruto. now, naruto is a hyperactive and knuckle-headed ninja still living in konohagakure. shunned because of the kyuubi inside him, naruto struggles to find his place in the village, while his burning desire to become the hokage of konohagakure leads him not only to some great new friends, but also some deadly foes.."
360537,iamcloud,199,Sen to Chihiro no Kamikakushi,10,"title: spirited away. genres: adventure, award winning, supernatural. type: movie. episodes: unknown length. era: 2000s anime. source: original. studio: studio ghibli. rating: pg - children. synopsis: stubborn, spoiled, and naïve, 10-year-old chihiro ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. ghostly apparitions and food that turns her parents into pigs are just the start—chihiro has unwittingly crossed over into the spirit world. now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic haku and the cast of unique characters she meets along the way. vivid and intriguing, sen to chihiro no kamikakushi tells the story of chihiro's journey through an unfamiliar world as she strives to save her parents and return home.."
360537,iamcloud,523,Tonari no Totoro,10,"title: my neighbor totoro. genres: adventure, award winning, supernatural. type: movie. episodes: unknown length. era: classic anime. source: original. studio: studio ghibli. rating: g - all ages. synopsis: in 1950s japan, tatsuo kusakabe relocates himself and his two daughters, satsuki and mei, to the countryside to be closer to their mother, who is hospitalized due to long-term illness. as the girls grow acquainted with rural life, mei encounters a small, bunny-like creature in the yard one day. chasing it into the forest, she finds ""totoro""—a giant, mystical forest spirit whom she soon befriends. before long, satsuki too meets totoro, and the two girls suddenly find their lives filled with magical adventures in nature and fantastical creatures of the woods.."
360537,iamcloud,936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,9,"title: naruto the movie 2: legend of the stone of gelel. genres: action, adventure, fantasy. type: movie. episodes: unknown length. era: 2000s anime. source: manga. studio: pierrot. rating: pg-13 - teens 13 or older. synopsis: in a tumultuous effort, the sunagakure ninjas attempt to repel an unforeseen invasion of mysterious armored warriors on the land of wind. shortly afterwards, the same armored troops led by temujin—a skilled knight of impressive power—ambush naruto uzumaki, sakura haruno, and shikamaru nara, who are on a mission to recover a lost ferret. naruto and temujin engage in a fierce fight that ends with both of them falling off a cliff. taken aback by their friend's sudden misfortune, sakura and shikamaru witness yet another alarming development: a massive moving structure appears out of nowhere, ravaging any trees and rocks in its path. while sakura sets off to find naruto, shikamaru infiltrates the imposing fortress in hopes of learning more about the critical situation. entangled in a relentless conflict, the konohagakure ninjas join forces with their sunagakure counterparts to defeat the common enemy. however, amidst the turmoil, a clash between two different visions of an ideal world emerges.."
360537,iamcloud,2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panic Dattebayo!,9,"title: naruto the movie 3: guardians of the crescent moon kingdom. genres: action, adventure, fantasy. type: movie. episodes: unknown length. era: 2000s anime. source: manga. studio: pierrot. rating: pg-13 - teens 13 or older. synopsis: led by kakashi hatake, naruto uzumaki, sakura haruno, and rock lee are tasked to escort the extravagant prince michiru tsuki and his spoiled son hikaru to the prosperous land of moon when the two return from a long trip around the world. as if guarding two whimsical high-ranked individuals was not challenging enough, the prince's reckless decision to acquire an entire circus during their journey—mainly to entertain hikaru's wish of owning the saber-toothed tiger featured in the show—further propels the mission into disarray. just as things are finally settling down, the arrival of michiru's convoy at the land of moon is met with an unforeseen crisis—the greedy chief minister shabadaba has taken over the country with the assistance of mysterious, powerful ninjas. while kakashi's team relentlessly fights the enemy by any means necessary, the two princes are forced to confront a new outlook on life through adversity.."
360537,iamcloud,442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,8,"title: naruto the movie 1: ninja clash in the land of snow. genres: action, adventure, fantasy. type: movie. episodes: unknown length. era: 2000s anime. source: manga. studio: pierrot. rating: pg-13 - teens 13 or older. synopsis: naruto uzumaki and his squadmates, sasuke uchiha and sakura haruno, are sent on a mission to escort a movie crew on its way to film in the land of snow. they soon find out that they are accompanying a famous actress, yukie fujikaze, who persistently refuses to travel there, making the trip far more difficult than originally intended. after a surprising encounter with ninjas from the land of snow, naruto discovers that there is more to yukie than meets the eye. dai katsugeki!! yuki hime shinobu houjou dattebayo! follows the group as they attempt to overcome the obstacles in the land of snow and unveil yukie's true purpose there as well.."
360537,iamcloud,594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,8,"title: naruto: the lost story - mission: protect the waterfall village. genres: action, adventure, fantasy. type: special. episodes: unknown length. era: 2000s anime. source: manga. studio: pierrot. rating: pg-13 - teens 13 or older. synopsis: after safely escorting the cowardly takigakure leader shibuki to his homeland, naruto uzumaki, sasuke uchiha, and sakura haruno are taken aback by the village's sudden invasion of rogue ninjas. as their teacher kakashi hatake had departed for konohagakure beforehand, the team is left to deal with the attacking forces on their own. while the group prepares for a rescue operation, they learn that suien, the mastermind behind the assault, is pursuing the hero water—an elixir that briefly increases the chakra of those who drink it by tenfold. knowing that the liquid is in shibuki's possession, suien takes the villagers hostage to use them as a bargaining chip. despite the odds stacked against them, naruto fights the enemy heroically, spurring shibuki on to discover the courage to protect his people.."
537333,Z3R0FiR3,1,Cowboy Bebop,8,"title: cowboy bebop. genres: action, award winning, sci-fi. type: tv. episodes: unknown length. era: 90s anime. source: original. studio: sunrise. rating: r - 17+ (violence & profanity). synopsis: crime is timeless. by the year 2071, humanity has expanded across the galaxy, filling the surface of other planets with settlements like those on earth. these new societies are plagued by murder, drug use, and theft, and intergalactic outlaws are hunted by a growing number of tough bounty hunters. spike spiegel and jet black pursue criminals throughout space to make a humble living. beneath his goofy and aloof demeanor, spike is haunted by the weight of his violent past. meanwhile, jet manages his own troubled memories while taking care of spike and the bebop, their ship. the duo is joined by the beautiful con artist faye valentine, odd child edward wong hau pepelu tivrusky iv, and ein, a bioengineered welsh corgi. while developing bonds and working to catch a colorful cast of criminals, the bebop crew's lives are disrupted by a menace from spike's past. as a rival's maniacal plot continues to unravel, spike must choose between life with his newfound family or revenge for his old wounds.."
537333,Z3R0FiR3,2001,Tengen Toppa Gurren Lagann,8,"title: gurren lagann. genres: action, adventure, award winning, sci-fi. type: tv. episodes: unknown length. era: 2000s anime. source: original. studio: gainax. rating: pg-13 - teens 13 or older. synopsis: simon and kamina were born and raised in a deep, underground village, hidden from the fabled surface. kamina is a free-spirited loose cannon bent on making a name for himself, while simon is a timid young boy with no real aspirations. one day while excavating the earth, simon stumbles upon a mysterious object that turns out to be the ignition key to an ancient artifact of war, which the duo dubs lagann. using their new weapon, simon and kamina fend off a surprise attack from the surface with the help of yoko littner, a hot-blooded redhead wielding a massive gun who wanders the world above. in the aftermath of the battle, the sky is now in plain view, prompting simon and kamina to set off on a journey alongside yoko to explore the wastelands of the surface. soon, they join the fight against the ""beastmen,"" humanoid creatures that terrorize the remnants of humanity in powerful robots called ""gunmen."" although they face some challenges and setbacks, the trio bravely fights these new enemies alongside other survivors to reclaim the surface, while slowly unraveling a galaxy-sized mystery.."
537333,Z3R0FiR3,4106,Trigun: Badlands Rumble,8,"title: trigun - badlands rumble. genres: action, adventure, sci-fi. type: movie. episodes: unknown length. era: 2010s anime. source: manga. studio: madhouse. rating: pg-13 - teens 13 or older. synopsis: vash the stampede is a contradiction. he has a notorious reputation as ""the humanoid typhoon,"" laying anything he comes across to waste on the desolate planet of gunsmoke. however, vash is in fact very non-confrontational and kind-hearted, living by a code of pacifism. twenty years ago, a high-profile bank heist went sour. the ringleader, gasback gallon getaway, swore to get back at his backstabbing crew and the man who stopped him from killing them: vash the stampede. in the present day, the traitorous crew has been living the good life as successful entrepreneurs and politicians. although two decades have passed, gasback's bitterness has not waned as he aims to take them down one by one, by any means necessary. just in time to foil gasback's plot, vash has arrived in macca city. teaming up with the mysterious amelia ann mcfly, along with the insurance agents milly thompson and meryl stryfe, vash is ready to rumble.."
1099623,Gorokun,11697,Area no Kishi,10,"title: the knight in the area. genres: comedy, sports. type: tv. episodes: unknown length. era: 2010s anime. source: manga. studio: shin-ei animation. rating: pg-13 - teens 13 or older. synopsis: kakeru and suguru are brothers who both have a flaming passion for soccer. however, while suguru becomes a rising star in the japanese youth soccer system, kakeru decides to take on a managerial role after struggling on the field. but due to a cruel twist of fate, kakeru ends up reevaluating the role he has chosen. in hopes of one day being able to enter the world cup by becoming a member of the national team, kakeru trains harder than anyone else. he isn’t alone in this quest for glory, though. kakeru's childhood friend, nana, is a soccer prodigy of her own, with the wicked nickname “little witch”. she is a top-ranked player and is already playing for nadeshiko japan, the japanese women’s national team. nana's success gives kakeru the extra push he needs to reach for his goals. soccer and adolescent fervor combine for an epic, emotional ride. check it out for yourself in area no kishi!."
1099623,Gorokun,11917,Major: World Series,10,"title: major: world series. genres: sports. type: ova. episodes: unknown length. era: 2010s anime. source: manga. studio: synergysp. rating: pg-13 - teens 13 or older. synopsis: gorou shigeno's journey with the indiana hornets continues as they seek to win the prestigious world series. however, after an unexpected accident during the match with his fated rival, his quest in becoming the world's best becomes more challenging. undaunted, gorou continues to put the weight of his dreams into every pitch he makes, and forges a path towards his desired future through high-speed pitching.."
1099623,Gorokun,22,Tennis no Oujisama,10,"title: the prince of tennis. genres: sports. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: trans arts. rating: pg-13 - teens 13 or older. synopsis: at the request of his father, tennis prodigy ryouma echizen has returned from america and is ready to take the japanese tennis scene by storm. aiming to become the best tennis player in the country, he enrolls in seishun academy—home to one of the best middle school tennis teams in japan. after ryouma catches the captain's eye, he finds himself playing for a spot on the starting lineup in the intra-school ranking matches despite only being a freshman. due to his age, the rest of the seishun boys' tennis team are initially reluctant to accept him, but his skill and determination convinces them to let him in. armed with their new ""super rookie,"" seishun sets out to claim a spot in the national tournament, hoping to take the coveted title for themselves. in order to do so, the team must qualify by playing through the tokyo prefectural and kanto regionals. yet, the road ahead of them is shared by a plethora of strong schools, each playing tennis in unique ways for their own reasons. ryouma and his teammates must learn to cooperate if they want to become the champions they aspire to be.."
1099623,Gorokun,1065,Touch,10,"title: touch. genres: drama, romance, sports. type: tv. episodes: unknown length. era: classic anime. source: manga. studio: group tac. rating: pg-13 - teens 13 or older. synopsis: the story centers around three characters—uesugi kazuya, his twin older brother tatsuya, and asakura minami. kazuya is the darling of his town as he's talented, hardworking, and the ace pitcher for his middle school baseball team. tatsuya is a hopeless slacker who's been living the life of giving up the spotlight to kazuya, despite the fact that he may be more gifted than him. minami is the beautiful childhood girlfriend and for all intents, sister from next door who treats both of them as equals. society largely assumes kazuya and minami will become the perfect couple, including tatsuya. yet as time progresses, tatsuya grows to realize that he's willing to sacrifice anything for the sake of his brother, except at the expense of giving up minami to kazuya. and thus the story is told of tatsuya trying to prove himself over his established younger brother, how it affects the relationship between the three, and both brothers' attempts to make minami's lifelong dreams come true.."
1099623,Gorokun,388,Capeta,10,"title: capeta. genres: sports. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: studio comet. rating: pg - children. synopsis: after losing his mother at a very young age, elementary school student capeta taira is forced to become more independent to avoid his father worrying for him. working in a paving company, his father is often busy and has to work overtime to make ends meet. however, no matter how tough he acts in front of his father, capeta is ultimately just a lonely kid with a rough life. in addition to his typical house duties, he has to deal with the bully nobu andou which makes him feel worse, despite support from his classmate, monami suzuki. one day, capeta's father sees young go-kart drivers racing at high speeds and gets inspired by the scene. he then decides to collect scrapped parts available on the track and begins working on a gift for his son. meanwhile, capeta and monami sneak into his workplace, suspecting that his father is up to something. much to their surprise, they see a go-kart built from discarded parts—with capeta's name attached to it! although it lacks an engine and looks worn out, the kart is mostly complete and functional. despite the heavy rain, capeta cannot resist the urge to try out this new machinery. as he drives the kart downhill on a wet road, an incident that is almost a dangerous accident instead becomes a thrilling obsession. no longer bored with life, the engine of capeta's heart is ignited with a new passion as he journeys into the world of racing.."
1099623,Gorokun,1674,Captain Tsubasa J,10,"title: captain tsubasa j. genres: sports. type: tv. episodes: unknown length. era: 90s anime. source: manga. studio: studio comet. rating: g - all ages. synopsis: the first 33 episodes are a summary of the previous series. in the first new episodes a new character, shingo aoi, (playing in italy) is introduced. after that the world cup begins, this time with extraordinary, new countries like sweden, thailand or uzbekistan. (source: ann)."
1099623,Gorokun,2120,Captain Tsubasa: Asu ni Mukatte Hashire!,10,"title: captain tsubasa: asu ni mukatte hashire!. genres: sports. type: movie. episodes: unknown length. era: classic anime. source: source unknown. studio: tsuchida productions. rating: g - all ages. synopsis: the third captain tsubasa movie is basically about a training match of the all japan boy soccer team, but most of the time you see flashbacks of former matches, for instance the final match nankatsu vs. toho or when wakabayashi challenges team captains of different sports. (source: ann)."
1099623,Gorokun,2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,10,"title: captain tsubasa: ayaushi! zen nihon jr.. genres: sports. type: movie. episodes: unknown length. era: classic anime. source: source unknown. studio: tsuchida productions. rating: g - all ages. synopsis: the second movie is about the return match between the all europe soccer team and japan. at the beginning hyuga denies to join the team due to his 3. defeat against nankatsu. he practices hard with kyra to perfect his tiger shot. misaki can't come and wakabayashi isn't allowed to play for he normally plays for a german team. with those lacks and schneider's (the european's captain) improved skills, tsubasa and the japanese team have grave problems. despite the new rules, schneider finally want's to beat his rival wakabayashi with his new ""illusion shot"", thus he injures wakashimazu and murisaki (the second and third goal keeper) with brutal face shots until wakabayashi is finally allowed to play. in the course of the match hyuga manages to perfect his tiger shot and joins the team. with those legendary players united and hyugas new power they manage to defeat their opponent 4:3 in the last minutes. (source: ann)."
